37991	1	0	0.514693988	0.485306012	0.52	0.48	0.493333333	0.506666667	0.51786639	0.48213361
37991	1	0	0.795053004	0.204946996	0.770676692	0.229323308	0.787610619	0.212389381	0.785701951	0.214298049
37991	1	0	0.662650602	0.337349398	0.670588235	0.329411765	0.620253165	0.379746835	0.667578036	0.332421964
37991	1	0	0.44252721	0.55747279	0.48	0.52	0.506666667	0.493333333	0.469072165	0.530927835
37991	1	0	0.866015093	0.133984907	0.821596244	0.178403756	0.850340136	0.149659864	0.858288435	0.141711565
37991	1	0	0.588851086	0.411148914	0.562827225	0.437172775	0.552631579	0.447368421	0.555272542	0.444727458
37991	1	0	0.423328965	0.576671035	0.447368421	0.552631579	0.44	0.56	0.437515907	0.562484093
37991	1	0	0.321774003	0.678225997	0.329411765	0.670588235	0.329411765	0.670588235	0.298813376	0.701186624
37991	1	0	0.625	0.375	0.646341463	0.353658537	0.641975309	0.358024691	0.665447062	0.334552938
37991	1	0	0.536624631	0.463375369	0.552631579	0.447368421	0.539473684	0.460526316	0.530927835	0.469072165
37991	1	0	0.536624631	0.463375369	0.533333333	0.466666667	0.533333333	0.466666667	0.511151452	0.488848548
37991	1	0	0.536624631	0.463375369	0.571428571	0.428571429	0.533333333	0.466666667	0.566514922	0.433485078
37991	1	0	0.589005236	0.410994764	0.607594937	0.392405063	0.565789474	0.434210526	0.589852537	0.410147463
37991	1	0	0.588851086	0.411148914	0.594315245	0.405684755	0.620253165	0.379746835	0.622887494	0.377112506
37991	1	0	0.645121652	0.354878348	0.670588235	0.329411765	0.630922693	0.369077307	0.665901263	0.334098737
37992	1	0	0.645121652	0.354878348	0.625	0.375	0.630922693	0.369077307	0.638902035	0.361097965
37992	1	0	0.607727738	0.392272262	0.607594937	0.392405063	0.565789474	0.434210526	0.611896636	0.388103364
37992	1	0	0.576671035	0.423328965	0.592783505	0.407216495	0.602564103	0.397435897	0.578470825	0.421529175
37992	1	0	0.55747279	0.44252721	0.506666667	0.493333333	0.506666667	0.493333333	0.511151452	0.488848548
37992	1	0	0.692360951	0.307639049	0.696629213	0.303370787	0.696629213	0.303370787	0.700129255	0.299870745
37992	1	0	0.607727738	0.392272262	0.607594937	0.392405063	0.630922693	0.369077307	0.64508562	0.35491438
37992	1	0	0.423328965	0.576671035	0.415584416	0.584415584	0.466666667	0.533333333	0.437262357	0.562737643
37992	1	0	0.794070937	0.205929063	0.792253521	0.207746479	0.809917355	0.190082645	0.806451613	0.193548387
37992	1	0	0.321774003	0.678225997	0.329411765	0.670588235	0.303370787	0.696629213	0.299870745	0.700129255
37992	1	0	0.5	0.5	0.533333333	0.466666667	0.48	0.52	0.520051746	0.479948254
37992	1	0	0.5	0.5	0.533333333	0.466666667	0.552631579	0.447368421	0.511151452	0.488848548
37992	1	0	0.882709919	0.117290081	0.811688312	0.188311688	0.818897638	0.181102362	0.845394292	0.154605708
37992	1	0	0.463375369	0.536624631	0.466666667	0.533333333	0.48	0.52	0.49338178	0.50661822
37992	1	0	0.337349398	0.662650602	0.329411765	0.670588235	0.369077307	0.630922693	0.335624284	0.664375716
37992	1	0	0.423328965	0.576671035	0.434210526	0.565789474	0.426666667	0.573333333	0.421529175	0.578470825
37992	1	0	0.576671035	0.423328965	0.571428571	0.428571429	0.545212766	0.454787234	0.573232323	0.426767677
37992	1	0	0.81393456	0.18606544	0.821596244	0.178403756	0.799657534	0.200342466	0.839395635	0.160604365
37992	1	0	0.662650602	0.337349398	0.646341463	0.353658537	0.651105651	0.348894349	0.637591846	0.362408154
37992	1	0	0.855263158	0.144736842	0.83081571	0.16918429	0.809917355	0.190082645	0.851565571	0.148434429
37992	1	0	0.81393456	0.18606544	0.821596244	0.178403756	0.818897638	0.181102362	0.835237007	0.164762993
37993	1	0	0.731299624	0.268700376	0.696629213	0.303370787	0.729957806	0.270042194	0.719499479	0.280500521
37993	1	0	0.411148914	0.588851086	0.407216495	0.592783505	0.434210526	0.565789474	0.404909497	0.595090503
37993	1	0	0.463375369	0.536624631	0.493333333	0.506666667	0.447368421	0.552631579	0.456549603	0.543450397
37993	1	0	0.354878348	0.645121652	0.329411765	0.670588235	0.350364964	0.649635036	0.357429719	0.642570281
37993	1	0	0.794070937	0.205929063	0.802364865	0.197635135	0.779816514	0.220183486	0.785340314	0.214659686
37993	1	0	0.354878348	0.645121652	0.375	0.625	0.379746835	0.620253165	0.361097965	0.638902035
37993	1	0	0.312557287	0.687442713	0.329411765	0.670588235	0.305122494	0.694877506	0.285263822	0.714736178
37993	1	0	0.55747279	0.44252721	0.607594937	0.392405063	0.565789474	0.434210526	0.585292646	0.414707354
37993	1	0	0.205929063	0.794070937	0.25	0.75	0.220183486	0.779816514	0.228114784	0.771885216
37993	1	0	0.44252721	0.55747279	0.447368421	0.552631579	0.506666667	0.493333333	0.460708783	0.539291217
37993	1	0	0.731299624	0.268700376	0.75	0.25	0.75	0.25	0.750866384	0.249133616
37993	1	0	0.709142483	0.290857517	0.703125	0.296875	0.720430108	0.279569892	0.719499479	0.280500521
37993	1	0	0.662650602	0.337349398	0.646341463	0.353658537	0.670588235	0.329411765	0.642570281	0.357429719
37993	1	0	0.392272262	0.607727738	0.392405063	0.607594937	0.379746835	0.620253165	0.392454679	0.607545321
37993	1	0	0.588851086	0.411148914	0.607594937	0.392405063	0.58974359	0.41025641	0.595090503	0.404909497
37993	1	0	0.485306012	0.514693988	0.48	0.52	0.493333333	0.506666667	0.50661822	0.49338178
37993	1	0	0.463375369	0.536624631	0.48	0.52	0.52	0.48	0.495586708	0.504413292
37993	1	0	0.463375369	0.536624631	0.466666667	0.533333333	0.5	0.5	0.48213361	0.51786639
